State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,Changed,Order Elected,Comment
TAS,6,336953,48137,131,32, D,GATHERCOLE,Peter,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,33, E,COLBECK,Richard,0,0,48137,0.000000000000000000000000000,Elected,,1,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,34, E,BUSHBY,David,0,0,48137,0.000000000000000000000000000,Elected,,3,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,35, E,CHANDLER,Sally,0,0,30284,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,36, E,COURTNEY,Sarah,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,37, F,LAMBIE,Jacqui,0,0,22567,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,38, F,DEAKIN,Kevin John,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,39, G,SWARTS,Kevin,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,40, G,JONGELING,Ans,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,41, H,FERRI,Robyne,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,42, H,McNAMARA,Glen Anthony,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,43, I,RANDLE,Thomas,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,44, I,STOREY,Thomas,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,45, J,WHISH-WILSON,Peter,1,0,41365,0.546843522301508000000000000,,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,46, J,BURNET,Helen,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,47, J,ANN,Penelope,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,48, K,OWEN,Matt,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,49, K,REEVES,John,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,50, L,ALLEN,Matthew,0,0,7027,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,51, L,BROADBY,Shane,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,52, M,SOLOMON,Neville Ward,-4,0,0,0.546843522301508000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,53, M,WOOD,Steven Keith,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,54, N,SWAN,Robbie,0,0,7750,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,55, N,EALES,Liam,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,56, O,BULLARD,David,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,57, O,WIENER,Sven,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,58, P,HERBERT,Geoff,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,59, P,ROLLS,Joanne,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,60, Q,HAWES,James,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,61, Q,HINES,Petta,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,62, R,STEWART,Maxwell,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,63, R,STEWART,Lorraine,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,64, S,DUDLEY,Todd,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,65, S,RICHARDSON,Pierre,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,66, T,ROUEN,Nick,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,67, T,ROUEN,Timothy,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,68, U,NICKOLS,Graham,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,69, U,THOMPSON,Matthew,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,70, V,MADDEN,Peter,1,0,9612,0.546843522301508000000000000,,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
TAS,6,336953,48137,131,71, V,GOELST,Andrew,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.227921947294306 will be distributed in count # 132 after the exclusion of 1 candidate(s). Preferences received at count(s) 4,127."
